Horizontal_vibration_signals,Vertical_vibration_signals
-0.1347183994948864,0.5419253930449486
-0.10365249589085579,0.3490447998046875
0.06468299776315689,0.5085111036896706
-0.17940999940037727,0.6153225898742676
0.21387340500950813,0.4639267921447754
-0.9805799275636673,0.6772757321596146
-0.23231510072946548,0.16320940107107162
-0.42676929384469986,0.596153698861599
-1.217055320739746,0.9625793248414993
-0.5379914864897728,1.0577201843261719
0.3630996122956276,-0.5508542060852051
1.605081558227539,0.9817838668823242
-1.2111902236938477,0.8926630020141602
-0.40743350982666016,0.5936264991760254
0.5249739065766335,0.37217140197753906
0.5459189042448997,-0.3628135100007057
-0.8491157740354538,1.080465316772461
-0.4961967095732689,0.5125164985656738
0.7318974286317825,-0.04545450210571289
-0.2658724971115589,-0.1651168055832386
-0.13797280378639698,0.1501918025314808
-0.32709840685129166,0.7041811943054199
-1.051640510559082,0.5675077065825462
-0.37249330431222916,0.6835222244262695
0.1686215028166771,-0.03328320104628801
0.30384059995412827,0.886690616607666
-0.9233474731445312,0.2485991083085537
-0.2958535961806774,0.5522609129548073
0.41495561599731445,-0.5890249833464622
0.5573033913969994,0.23341180756688118
-0.9105206280946732,0.8063077926635742
-0.24094579741358757,-0.4865289106965065
0.5059719085693359,-0.42809251695871353
0.32023191452026367,-0.39728879928588867
0.07249120157212019,-0.3039837069809437
-0.22355319932103157,-0.06933209951967001
0.42289499193429947,-0.7057428359985352
-0.05260710138827562,-1.1171936988830566
-0.3021717071533203,-0.04937650170177221
-0.6240487098693848,-0.4032253846526146
-0.14522080309689045,-0.33065080642700195
0.7000207901000977,-0.15070440247654915
0.4990220069885254,-0.5883336067199707
0.18852949142456055,-0.17094610258936882
0.20322799682617188,-0.44791698455810547
0.18879180774092674,-0.6571412086486816
0.3414512053132057,0.06306170020252466
-0.27543310075998306,0.5183935165405273
0.40999650955200195,0.004160400130786002
0.12236829847097397,0.5938529968261719
1.3796329498291016,0.041770897805690765
-0.39014820009469986,0.7977485656738281
-0.2639174088835716,0.6591439247131348
0.33196210861206055,-0.11515620164573193
-0.376129187643528,-0.10696649551391602
-0.18265249207615852,0.8442521095275879
-0.5734562873840332,0.18144849687814713
0.5810021981596947,0.12679100036621094
0.4434823989868164,0.3134727105498314
0.7070183753967285,0.3281236067414284
-0.43538808822631836,0.9244084358215332
-0.3748774901032448,-0.525212287902832
0.3970623016357422,-0.2992391958832741
0.4023433104157448,-0.27632709592580795
0.5278348922729492,0.6693363189697266
0.32656189054250717,0.38025379180908203
1.1405110359191895,0.11900659650564194
1.5486717224121094,0.010728799970820546
0.32970909029245377,-0.044345902279019356
0.023627299815416336,0.41924718767404556
0.2645253948867321,-0.5421162024140358
0.7647275924682617,-0.05230899900197983
-0.5349636077880859,0.08305310271680355
-0.42476650327444077,0.6176352873444557
0.0534653989598155,-0.347900390625
-0.36319490522146225,-0.33593181520700455
0.014221699675545096,-0.2619028091430664
-1.0812997817993164,0.08926389738917351
-0.6904125213623047,-0.1703977957367897
-1.2180209159851074,-0.5633116140961647
-0.37276741117239,-0.6176472082734108
-0.9090303629636765,-0.32711029052734375
-0.7964611053466797,0.3700137138366699
-0.47540660947561264,-0.09206529706716537
-0.7863879203796387,0.07191900163888931
-0.1130461972206831,-0.44415000826120377
-0.7707477360963821,0.2168297953903675
-0.8741021156311035,-0.10539289563894272
-0.2960086055099964,-0.2671479992568493
0.19632579758763313,0.1079201977699995
0.23998020216822624,-0.4438043013215065
-1.0906457901000977,-0.10606049560010433
0.20467039197683334,-0.1515865046530962
0.3176093101501465,-1.397871971130371
-0.1981974020600319,-0.5674242973327637
0.4084109887480736,-0.7663369178771973
-0.38758520036935806,-0.812530517578125
-0.4163980111479759,-0.617075003683567
-0.39882659912109375,-0.913536474108696
-0.6152511015534401,-0.27053359895944595
-0.902402400970459,-0.7316113263368607
-0.5128740891814232,-0.85296630859375
0.42705539613962173,-1.3424277305603027
-0.09148119948804379,-0.716245174407959
-1.1941791325807571,-0.4688620939850807
-1.0640264302492142,-0.3527998924255371
-1.0834454745054245,-0.4547714814543724
0.04311800003051758,-0.6284356117248535
-0.9703397750854492,0.8004903793334961
0.10206700302660465,0.03638270078226924
-0.2604841999709606,0.13020039536058903
-0.9122014045715332,0.12230870313942432
-0.27930740267038345,-0.2684235945343971
-1.2652277946472168,-0.26532409712672234
0.014007099671289325,-0.3936171904206276
-0.40649179369211197,-0.02977849915623665
0.4458427056670189,-0.08423330262303352
-0.02874139929190278,-0.5691885948181152
-0.9518861770629883,0.19000770524144173
0.047564501874148846,-0.6471872329711914
-0.30325649306178093,-0.9268044680356979
0.5884050950407982,-0.9097933769226074
0.4975556954741478,-0.9005308151245117
0.3473519906401634,-0.8722186088562012
1.1110783368349075,-0.8472918719053268
-0.3074168972671032,-0.6934524327516556
0.908052921295166,-0.9072660654783249
0.24657249450683594,-1.0869383811950684
0.7147789001464844,-0.8112906664609909
-0.05900859832763672,-0.40346380323171616
0.5236029997467995,-0.6396293640136719
0.6256461143493652,-0.5012392997741699
-0.0595569983124733,-0.48542018979787827
0.801241397857666,-0.038504600524902344
1.1717796325683594,-0.7601618766784668
0.3386377915740013,0.16105180606245995
-0.006127399974502623,-0.2382517047226429
-0.21697280928492546,0.09169580414891243
-0.16067029908299446,-0.5281329154968262
-0.7267594337463379,-0.20015239715576172
-0.03237720113247633,0.02678629942238331
0.4720925912261009,-0.24652479216456413
-0.4020332917571068,0.3283381089568138
-0.8837699890136719,0.37457939237356186
-0.35517219454050064,0.07174020167440176
0.12116430327296257,-0.09863380342721939
0.19712449982762337,0.673365592956543
-0.135302497074008,0.2516031078994274
0.24597639217972755,0.753939226269722
0.07992980070412159,0.4867076873779297
0.06836649961769581,1.0362505912780762
-0.39839740842580795,0.3753662109375
-0.07083420176059008,0.4646182060241699
0.15273090451955795,0.6025791168212891
-0.13879540376365185,0.0847816001623869
-0.06533860228955746,0.5301117897033691
-0.2068042941391468,0.3136157989501953
-0.46393871307373047,0.3286958113312721
-0.3012895956635475,-0.25789739564061165
